Location/Emplacement,Province/ Province,Collection Start/Début du prélèvement (UTC),Collection Time/Durée d'échantillonnage (s),AirVolume/Volume d'air (m3),7Be Activity/7Be Activité (mBq/m3),7Be Uncertainty/7Be Incertitude (mBq/m3),7Be MDC/7Be CMD (mBq/m3),210Pb Activity/210Pb Activité (mBq/m3),210Pb Uncertainty/210Pb Incertitude (mBq/m3),210Pb MDC/210Pb CMD (mBq/m3),134Cs Activity/134Cs Activité (mBq/m3),134Cs Uncertainty/134Cs Incertitude (mBq/m3),134Cs MDC/134Cs CMD (mBq/m3),137Cs Activity/137Cs Activité (mBq/m3),137Cs Uncertainty/137Cs Incertitude (mBq/m3),137Cs MDC/137Cs CMD (mBq/m3),131I Activity/131I Activité (mBq/m3),131I Uncertainty/131I Incertitude (mBq/m3),131I MDC/131I CMD (mBq/m3),Comments,
Alert,NU,2009-01-05,605280,1852,2.775335867,0.119936138,0.183023134,0.89829948,0.047442672,0.079679499,,,0.017733688,,,0.014081354,,,1.402004389,,
Alert,NU,2009-01-12,602040,1838,2.5117658,0.112780987,0.186647347,1.063668767,0.053208008,0.081384016,,,0.015255626,,,0.014959141,,,1.572990441,,
Alert,NU,2009-01-19,594900,1952,2.623490101,0.125647918,0.215236752,1.288999629,0.05970508,0.080147947,,,0.014540988,,,0.013356787,,,7.825900801,,
Alert,NU,2009-01-26,606180,2108,1.531583176,0.087783134,0.18236677,0.284710568,0.023875585,0.070766102,,,0.014750844,,,0.012980539,,,3.896823386,,
Alert,NU,2009-02-02,605220,2030,3.542633461,0.137878311,0.182480566,0.99031801,0.049049668,0.073522693,,,0.015938758,,,0.013103509,,,2.43654754,,
Alert,NU,2009-02-09,599400,2106,3.804872199,0.137241224,0.149950647,0.742311644,0.040210496,0.070152819,,,0.012216993,,,0.012999695,,,1.271324814,,
Alert,NU,2009-02-16,616560,2176,3.752351123,0.150110942,0.203563424,0.600015362,0.034689476,0.070540256,,,0.014811145,,,0.012786686,,,7.699883543,,
Alert,NU,2009-02-23,600840,2035,4.145233915,0.156978919,0.196164561,0.610275012,0.035834855,0.074351381,,,0.014513027,,,0.013521044,,,4.999173339,,
Alert,NU,2009-03-02,593580,2080,4.156503795,0.152240223,0.176490721,0.584998842,0.034813217,0.074383803,,,0.0108772,,,0.012755761,,,2.360359766,,
Alert,NU,2009-03-09,605460,2132,3.443815214,0.129225856,0.159020332,0.847429075,0.043456123,0.070879447,,,0.012650246,,,0.013120412,,,1.366838464,,
Alert,NU,2009-03-16,602880,2068,3.702872148,0.150920794,0.213524574,0.680820252,0.038145189,0.071168412,,,0.014421406,,,0.013028784,,,8.518320508,,
Alert,NU,2009-03-23,599100,2164,4.265466609,0.157675006,0.185268844,0.666223931,0.037111379,0.069639085,,,0.013623913,,,0.012885919,,,4.115847871,,
Alert,NU,2009-03-30,608520,2084,4.410279595,0.158358073,0.181352429,0.928482018,0.046544878,0.071740855,,,0.012630962,,,0.013790802,,,2.519753063,,
Alert,NU,2009-04-06,606480,2081,4.583818269,0.157121762,0.157532253,0.931258018,0.046936131,0.07568892,,,0.015407773,,,0.012842946,,,1.539894263,,
Alert,NU,2009-04-13,597780,2052,4.864675059,0.162400401,0.166230326,0.921244437,0.04661872,0.073863965,,,0.013440828,,,0.013459686,,,1.260452089,,
Alert,NU,2009-04-20,696000,2226,4.542114198,0.146242271,0.137501615,0.746849004,0.039772093,0.068886067,,,0.012553081,,,0.01204322,,,0.68779022,,
Alert,NU,2009-04-28,515760,1704,3.835577293,0.140090808,0.163247838,0.554542019,0.036603058,0.087509703,,,0.017377497,,,0.017200546,,,0.493460684,,
Alert,NU,2009-05-04,614580,2000,2.909683388,0.107754972,0.123498554,0.360929318,0.02766684,0.076886157,,,0.013898077,,,0.013319651,,,0.256351108,,
Alert,NU,2009-05-11,593040,1894,1.939817602,0.115131577,0.254826882,0.280969831,0.025161295,0.074681477,,,0.017269156,,,0.014084785,,,22.14665711,,
Alert,NU,2009-05-18,607860,1959,2.89999483,0.138283264,0.226745906,0.27458601,0.024446193,0.075667645,,,0.015601858,,,0.014715654,,,12.97936495,,
Alert,NU,2009-05-25,602100,1905,1.449240679,0.093508416,0.220752438,0.126485989,0.018223949,0.072970986,,,0.014978802,,,0.015565869,,,7.251663134,,
Alert,NU,2009-06-01,605160,1934,1.103539241,0.072805538,0.210170838,0.08704554,0.013967535,0.075539203,,,0.016515422,,,0.014364664,,,3.835403826,,
Alert,NU,2009-06-08,601860,1780,3.859306158,0.152444515,0.206439465,0.220837006,0.023516066,0.080678103,,,0.014656042,,,0.013712384,,,2.561639762,,
Alert,NU,2009-06-15,604380,1885,0.377788135,0.046695672,0.178880509,,,0.086804423,,,0.014729831,,,0.013877909,,,1.376446569,,
Alert,NU,2009-06-22,605160,1898,0.760144152,0.055503104,0.161462871,0.090935359,0.014027925,0.074614116,,,0.014451479,,,0.014537847,,,0.801671587,,
Alert,NU,2009-06-29,605400,1921,0.621741799,0.046560025,0.143533456,0.059013244,0.012602374,0.073011826,,,0.015884792,,,0.015151132,,,0.404521212,,
Alert,NU,2009-07-06,604980,1819,1.956417234,0.108687604,0.221990151,0.134864136,0.016254954,0.079241487,,,0.01638982,,,0.015881838,,,6.529186852,,
Alert,NU,2009-07-13,603300,1772,2.835050468,0.131720779,0.219993744,0.211895041,0.023467426,0.081044513,,,0.016459595,,,0.015007661,,,3.997249994,,
Alert,NU,2009-07-20,605040,1734,2.313611557,0.112743381,0.210323706,0.175781521,0.019769207,0.079747173,,,0.015661704,,,0.017767399,,,2.260688227,,
Alert,NU,2009-07-27,596400,1821,1.081258066,0.069526035,0.178610819,0.085894675,0.014583287,0.080199177,,,0.015640253,,,0.015937138,,,1.178031554,,
Alert,NU,2009-08-03,615300,1869,1.611655538,0.130078123,0.41782172,0.147863835,0.017720844,0.076118071,,,0.016499547,,,0.016102491,,,424.5589674,,
Alert,NU,2009-08-10,601260,1822,1.298834146,0.120056307,0.407492043,0.127840532,0.017943863,0.081337261,,,0.018289629,,,0.012731348,,,252.5232732,,
Alert,NU,2009-08-17,603900,1812,1.222292497,0.109810113,0.362850493,0.104410346,0.015533187,0.079215111,,,0.018211062,,,0.015162263,,,132.7876151,,
Alert,NU,2009-08-24,605220,1868,2.30477889,0.139688499,0.332982396,0.224283943,0.022011745,0.076946199,,,0.018991452,,,0.015309926,,,77.77290791,,
Alert,NU,2009-08-31,620400,1949,1.684871521,0.107666655,0.290896132,0.156390563,0.018940409,0.074812757,,,0.016839158,,,0.01426778,,,46.32541165,,
Alert,NU,2009-09-07,606120,1751,0.852271946,0.08527959,0.298994622,,,0.10714557,,,0.019881347,,,0.01633488,,,26.96910501,,
Alert,NU,2009-09-14,590760,1828,0.900551252,0.078209768,0.261288311,0.113400113,0.015391399,0.078310215,,,0.014369935,,,0.014697657,,,15.52458201,,
Alert,NU,2009-09-21,694740,2230,0.84755948,0.066500103,0.188370323,0.170178618,0.017183374,0.06428083,,,0.014583925,,,0.012181931,,,6.660473067,,
Alert,NU,2009-09-29,510540,1535,1.194146599,0.087022995,0.259909546,0.213505039,0.023146863,0.089001311,,,0.01892573,,,0.018645018,,,5.664566997,,
Alert,NU,2009-10-05,608520,1984,0.950120844,0.063817266,0.187544021,0.185553947,0.018847104,0.070093382,,,0.016530894,,,0.013543056,,,2.529620426,,
Alert,NU,2009-10-12,600720,2036,2.607178932,0.11138322,0.170099607,0.285138064,0.02417795,0.07102549,,,0.01560768,,,0.013897595,,,1.562372898,,
Alert,NU,2009-10-19,605460,2070,1.05696476,0.064629524,0.151391068,0.189695606,0.019805774,0.068748624,,,0.012993825,,,0.014000811,,,0.798858819,,
Alert,NU,2009-10-26,610200,2048,1.624567864,0.133125275,0.482820644,0.166994981,0.023871487,0.115986557,,,0.022290829,,,0.01168169,,,1078.591228,,
Alert,NU,2009-11-02,599220,2012,2.57455241,0.150704209,0.436047616,0.158388566,0.023313471,0.117880503,,,0.023456229,,,0.011468261,,,631.265223,,
Alert,NU,2009-11-09,614340,1952,3.180351849,0.16435969,0.416771509,0.313503666,0.030319258,0.120925484,,,0.0239524,,,0.01231804,,,353.3170223,,
Alert,NU,2009-11-16,597180,1876,3.891090028,0.175532254,0.403913087,0.485088415,0.03758162,0.126133207,,,0.025470208,,,0.012668589,,,223.238036,,
Alert,NU,2009-11-23,604980,1984,3.020894677,0.13404546,0.298536994,0.44714923,0.035362071,0.119925484,,,0.022426979,,,0.011113349,,,42.18723625,,
Alert,NU,2009-11-30,605340,1896,4.648487875,0.16861077,0.28576373,0.490086535,0.037625504,0.12788357,,,0.023022531,,,0.013207702,,,26.21592768,,
Alert,NU,2009-12-07,600960,1962,2.05768012,0.100761158,0.256983563,0.814742603,0.048908511,0.121405166,,,0.022952723,,,0.013397402,,,14.24536109,,
Alert,NU,2009-12-14,610320,1911,2.860608739,0.117814372,0.237589207,0.328601802,0.030627343,0.123498306,,,0.023587045,,,0.01208099,,,8.021348156,,
Alert,NU,2009-12-21,600180,2082,2.717436302,0.140608801,0.269548793,0.411630768,0.029494203,0.084903491,,,0.014879757,,,0.012476188,,,28.37843262,,
Alert,NU,2009-12-28,603540,1891,2.328863544,0.130535531,0.278234598,1.246354821,0.059952157,0.096225936,,,0.016261616,,,0.013343673,,,17.18997769,,
Alert,NU,2010-01-04,607320,1783,3.236432633,0.156245889,0.265499228,0.636555487,0.040765135,0.101135025,,,0.018504181,,,0.012327019,,,11.17795147,,
Alert,NU,2010-01-11,600540,1946,3.696264691,0.157964805,0.226664823,0.67985443,0.040930627,0.093604634,,,0.015363052,,,0.013769684,,,5.763680674,,
Alert,NU,2010-01-18,603480,1991,3.523190578,0.177619272,0.340350525,1.063836975,0.052024845,0.078719298,,,0.015099897,,,0.013923069,,,148.5551447,,
Alert,NU,2010-01-25,604500,1866,3.381929309,0.173854554,0.335513265,1.044762878,0.05222673,0.08114674,,,0.016810083,,,0.015447296,,,79.8420012,,
Alert,NU,2010-02-01,603480,1867,3.796059029,0.17496467,0.295226404,0.884173217,0.047035504,0.082498351,,,0.016669026,,,0.015099286,,,45.92718929,,
Alert,NU,2010-02-08,609780,2076,3.72483003,0.161856275,0.254851388,0.669112027,0.03768513,0.06912469,,,0.015081546,,,0.013982311,,,23.39431085,,
Alert,NU,2010-02-15,605640,2096,4.401972579,0.160826501,0.185706915,0.534677824,0.032835152,0.06893526,,,0.0151873,,,0.013948476,,,4.353975877,,
Alert,NU,2010-02-22,604680,2091,4.431981925,0.156130446,0.180260366,0.469165051,0.030619878,0.070560032,,,0.01578392,,,0.013595343,,,2.218178706,,
Alert,NU,2010-03-01,603720,2110,3.77325793,0.135695906,0.159592542,0.709235239,0.038842464,0.069938549,,,0.014209736,,,0.011475336,,,1.146661351,,
Alert,NU,2010-03-08,598800,2106,5.478398048,0.169950035,0.145779311,0.403633796,0.028362276,0.072660732,,,0.015712112,,,0.01305624,,,0.697496056,,
Alert,NU,2010-03-15,600840,2051,3.984094233,0.142964833,0.154651629,0.592881376,0.035008412,0.072951872,,,0.013521239,,,0.014909637,,,1.268825959,,
Alert,NU,2010-03-22,605160,2225,3.540361099,0.124579429,0.140665419,0.458450582,0.029526612,0.066287568,,,0.012568688,,,0.012473902,,,0.666052219,,
Alert,NU,2010-03-29,602940,2036,4.598034069,0.148780204,0.138769552,0.363758947,0.02665747,0.069654867,,,0.014222629,,,0.014335566,,,0.463599979,,
Alert,NU,2010-04-05,607920,2236,4.107734458,0.130317149,0.112834561,0.409801683,0.027556316,0.064217245,,,0.012912896,,,0.012004714,,,0.236052263,,
Alert,NU,2010-04-12,602880,2068,4.339459293,0.365675125,1.418284955,0.383246525,0.037155019,0.111060108,,,0.024195444,,,0.011153296,,,1715968.872,,
Alert,NU,2010-04-19,603240,1855,4.073984797,0.363570619,1.458576065,0.393949281,0.03513885,0.134821661,,,0.026739255,,,0.013356053,,,1146013.184,,
Alert,NU,2010-04-26,605580,2098,2.308440957,0.265351598,1.207319321,0.187453708,0.023549499,0.120599405,,,0.023728597,,,0.011857574,,,594010.5591,,
Alert,NU,2010-05-03,607980,1897,2.033381285,0.280015468,1.205213601,0.168377764,0.024378622,0.135996583,,,0.02474985,,,0.012773421,,,343725.2197,,
Alert,NU,2010-05-10,605820,1882,2.201791203,0.286543972,1.118283719,0.22933283,0.027713003,0.132105662,,,0.025961723,,,0.01207922,,,206493.4692,,
Alert,NU,2010-05-17,609900,2140,1.34154362,0.227750256,0.901861058,0.1094387,0.019722746,0.113386908,,,0.022483864,,,0.012080686,,,103518.8904,,
Alert,NU,2010-05-24,598200,1872,1.676012707,0.223708605,0.948651985,0.134751679,0.022387013,0.125705395,,,0.025841424,,,0.012569547,,,66419.73877,,
Alert,NU,2010-05-31,601140,2088,1.132900532,0.181195931,0.767521618,,,0.131614448,,,0.022580467,,,0.011727991,,,33128.42941,,
Alert,NU,2010-06-07,605820,1858,,,3.023419296,0.143297624,0.016884487,0.074667689,,,0.020421558,,,0.016702117,,,39390742.19,,
Alert,NU,2010-06-14,602340,2077,,,2.201267984,,,0.082465209,,,0.015309079,,,0.013126584,,,20368050.78,,
Alert,NU,2010-06-21,602820,1596,,,2.84626917,0.142584839,0.020522992,0.091714159,,,0.022152528,,,0.01999901,,,16758457.03,,
Alert,NU,2010-06-28,606540,2032,,,2.280863933,0.120763988,0.015573303,0.072734838,,,0.019133999,,,0.012957023,,,7338825.195,,
Alert,NU,2010-07-05,602940,1731,3.660649523,0.482277706,1.805357635,0.302319696,0.026920254,0.080855636,,,0.020060021,,,0.017128948,,,4361171.875,,
Alert,NU,2010-07-12,607440,2028,1.482066166,0.32990174,1.418283209,0.122621286,0.014875992,0.071802126,,,0.016549006,,,0.01322225,,,2368798.828,,
Alert,NU,2010-07-19,602460,1836,,,1.70687947,0.083978471,0.014240221,0.076609394,,,0.017674442,,,0.016628113,,,1408668.091,,
Alert,NU,2010-07-26,602340,1933,,,1.540968544,0.084231397,0.014011955,0.074398413,,,0.017607981,,,0.014402023,,,819781.6772,,
Alert,NU,2010-08-02,608100,2041,1.256095327,0.261295977,1.105991891,0.07499988,0.012868798,0.071105846,,,0.016654118,,,0.014337396,,,412442.1997,,
Alert,NU,2010-08-09,604200,1888,,,1.286451123,,,0.091964168,,,0.017934472,,,0.015358732,,,280571.2891,,
Alert,NU,2010-08-16,601800,2020,0.896087962,0.214456753,0.972649432,0.096841753,0.013851195,0.072154588,,,0.013682156,,,0.012747273,,,148744.0491,,
Alert,NU,2010-08-23,606300,1842,,,1.04316941,,,0.097360149,,,0.018455179,,,0.015781166,,,93612.06818,,
Alert,NU,2010-08-30,613020,1957,,,1.008267514,0.075447613,0.013186379,0.071278686,,,0.01665789,,,0.014827927,,,46129.36783,,
Alert,NU,2010-09-06,592680,2067,0.850697019,0.176071377,0.724002777,0.10986443,0.013911011,0.068337751,,,0.015345,,,0.013443809,,,26223.40202,,
Alert,NU,2010-09-13,602400,1940,2.256805783,0.203623753,0.686844054,0.243856041,0.022929742,0.07372968,,,0.01727539,,,0.012692525,,,15294.77119,,
Alert,NU,2010-09-20,616980,2173,1.378366541,0.146060717,0.567790121,0.165502753,0.017601015,0.066178669,,,0.012383298,,,0.013227193,,,7859.297276,,
Alert,NU,2010-10-25,604620,2251,2.634085444,0.393224488,1.613868983,0.263631842,0.022733309,0.07896412,,,0.014117007,,,0.011067894,,,5838387.207,,
Alert,NU,2010-11-01,618120,2041,2.106702553,0.387857714,1.599535462,0.333487053,0.026355567,0.082573919,,,0.017071623,,,0.012373564,,,3773791.26,,
Alert,NU,2010-11-08,594060,2175,2.788847838,0.357203683,1.396401087,0.473092624,0.030565746,0.076751305,,,0.016907054,,,0.010231226,,,1899605.957,,
Alert,NU,2010-11-15,603900,1872,2.620500929,0.391513665,1.47009443,0.540234852,0.035954043,0.096619697,,,0.019327337,,,0.013782254,,,1275405.64,,
Alert,NU,2010-11-22,606360,2196,2.452027378,0.325845682,1.180297579,0.324026369,0.025543623,0.079911348,,,0.01666312,,,0.012108984,,,672390.8081,,
Alert,NU,2010-11-29,607200,1868,1.747595776,0.307913811,1.214603195,0.446480229,0.032488935,0.092088863,,,0.019604084,,,0.012615084,,,448935.9741,,
Alert,NU,2010-12-06,608100,2072,2.11412993,0.296343492,1.030966523,0.626643338,0.037167772,0.084895313,,,0.018373743,,,0.010926736,,,236365.4327,,
Alert,NU,2010-12-13,597720,1708,4.902774342,0.386519571,1.109184232,0.72943257,0.044040196,0.103886123,,,0.019964769,,,0.014572791,,,150766.2659,,
Alert,NU,2010-12-20,609900,2098,2.978959709,0.268404234,0.857312814,0.515007301,0.032990585,0.081738712,,,0.017797827,,,0.011034684,,,72195.41168,,
Alert,NU,2010-12-27,597180,2035,1.742696096,0.210913729,0.858127605,0.521799243,0.03418429,0.087466979,,,0.017946271,,,0.012729743,,,41828.29666,,
Alert,NU,2011-01-03,615420,2178,3.10496537,0.222406402,0.769494101,0.658482698,0.042245908,0.120410521,,,0.022204627,,,0.012899109,,,28278.84483,,
Alert,NU,2011-01-10,604500,1926,2.659807432,0.209800474,0.798586407,0.760351376,0.048836149,0.137625451,,,0.026422253,,,0.012604154,,,18540.40718,,
Alert,NU,2011-01-17,597180,1997,3.189811316,0.203043769,0.684032566,0.362492142,0.032864435,0.128046639,,,0.024285466,,,0.012175861,,,10495.0552,,
Alert,NU,2011-01-24,607740,2133,3.030999316,0.188565656,0.579387939,0.901415361,0.051179359,0.120181117,,,0.023246821,,,0.011830171,,,5614.015579,,
Alert,NU,2011-01-31,601740,1987,3.324577467,0.192881593,0.573605997,2.058537576,0.09625766,0.139199154,,,0.023478771,,,0.012212097,,,3309.571743,,
Alert,NU,2011-02-07,604920,2198,2.768813025,0.161146013,0.48958644,0.674424627,0.042579187,0.118483331,,,0.021962001,,,0.011265018,,,1714.706659,,
Alert,NU,2011-02-14,604260,2158,2.182291136,0.138698387,0.453740358,0.278835988,0.032476558,0.121527446,,,0.021385928,,,0.011084336,,,1021.612048,,
Alert,NU,2011-02-21,613260,2050,2.56694215,0.145859125,0.432826113,0.594599492,0.041199595,0.127355728,,,0.023970144,,,0.011895043,,,615.0823236,,
Alert,NU,2011-02-28,598020,2080,2.557977576,0.13172444,0.353133015,0.716826686,0.045249869,0.125684455,,,0.023892107,,,0.011081837,,,147.6933509,,
Alert,NU,2011-03-07,595440,1976,4.032812587,0.164437826,0.340589642,0.587173037,0.041520882,0.131790119,,,0.02306906,,,0.012670875,,,91.15681797,,
Alert,NU,2011-03-14,603720,1890,3.221484613,0.14228748,0.320573687,0.810268218,0.051572286,0.137545139,,,0.023121676,,,0.012631613,,,52.58328095,,
Alert,NU,2011-03-21,606240,1766,2.871325424,0.134705362,0.332855445,0.446428916,0.038655864,0.146738937,,,0.030377625,0.02118736,0.003234997,0.013598086,,,32.39692375,,
Alert,NU,2011-03-28,617940,2002,2.416213522,0.114782356,0.297887425,0.587138995,0.041960856,0.134947855,0.51101607,0.01071671,0.023897454,0.426076971,0.011957298,0.012553467,,,17.99047925,,
Alert,NU,2011-04-04,596220,1865,2.370188732,0.110880528,0.279641157,0.688987523,0.04698504,0.145314058,0.421448468,0.009650803,0.024796525,0.338421428,0.010374767,0.013154593,,,10.42725146,,
Alert,NU,2011-04-11,614460,1882,2.425258515,0.105817371,0.249820761,0.630197975,0.044455326,0.141433906,0.254601565,0.007539976,0.024196179,0.206171309,0.007494402,0.012802053,,,5.989728495,,
Alert,NU,2011-04-18,594480,1842,4.420531248,0.148817387,0.244682655,0.710551641,0.047854496,0.14463476,0.350371599,0.008677641,0.024957161,0.2870963,0.009348629,0.013493855,,,3.631887537,,
Alert,NU,2011-04-25,604500,1807,3.650154463,0.128050136,0.216359404,0.416238453,0.04722675,0.145257465,0.14927955,0.00583356,0.024286455,0.12557352,0.005849852,0.013544782,,,1.959481044,,
Alert,NU,2011-05-02,596820,1743,2.31031991,0.09468258,0.19869527,0.294856979,0.031403512,0.148374558,0.048968899,0.005028468,0.023341403,0.037304831,0.003477774,0.013719832,,,1.167819259,,
Alert,NU,2011-05-09,600960,1817,2.079695482,0.112156955,0.23231683,0.335860803,0.027410504,0.07794163,0.016985515,0.00373128,0.017089222,0.024173801,0.003484227,0.013440806,,,6.162570789,,
Alert,NU,2011-05-16,615300,1841,2.741686645,0.126906217,0.214696061,0.318060332,0.026291611,0.077355216,,,0.019716565,,,0.01768111,,,3.735933919,,
Alert,NU,2011-05-23,607800,1796,1.153878059,0.073893893,0.197293863,0.109700735,0.017117835,0.080171565,,,0.016130876,,,0.014165709,,,2.182307886,,
Alert,NU,2011-05-30,599340,1717,1.068475606,0.070788608,0.193144122,0.141067101,0.017169054,0.082051629,,,0.017491464,,,0.016912318,,,1.290205284,,
Alert,NU,2011-06-06,606000,1728,1.758267818,0.109027097,0.2933121,,,0.118922566,,,0.020211052,,,0.016114249,,,16.12309215,,
Alert,NU,2011-06-13,600840,1646,2.662955472,0.143967268,0.278663851,0.243257788,0.024093501,0.102338054,,,0.0196445,,,0.014573255,,,9.460184915,,
Alert,NU,2011-06-20,598980,1672,1.186459805,0.088047114,0.25169662,0.091491491,0.018087348,0.10165893,,,0.018765736,,,0.016192631,,,4.965127279,,
Alert,NU,2011-06-27,609900,1636,2.792714811,0.136156578,0.23069857,0.195397394,0.021761313,0.103714228,,,0.0177477,,,0.014681584,,,3.169381614,,
Alert,NU,2011-07-04,604620,1711,0.758510834,0.083454673,0.316452628,,,0.159871565,,,0.026367246,,,0.014011534,,,21.28631278,,
Alert,NU,2011-07-11,604920,1680,1.620798528,0.097925826,0.295044626,0.103697357,0.024960267,0.148632763,,,0.024810827,,,0.014506321,,,13.82168214,,
Alert,NU,2011-07-18,600000,1651,2.78015517,0.122333061,0.271502292,0.177904839,0.028674697,0.15423254,,,0.027382753,,,0.014681963,,,7.822736465,,
Alert,NU,2011-07-25,601440,1613,1.014828738,0.106676039,0.2759838,0.086644333,0.02526365,0.15421716,,,0.027907056,,,0.014300361,,,4.619993688,,
Alert,NU,2011-08-01,602580,1678,3.082850301,0.140631353,0.329470671,0.218982926,0.031001762,0.148087142,,,0.02896455,,,0.014125812,,,30.64960955,,
Alert,NU,2011-08-08,616620,1728,0.664876595,0.071754813,0.295757572,,,0.160263165,,,0.025728743,,,0.014951244,,,17.1982759,,
Alert,NU,2011-08-15,593280,1738,0.661201279,0.066700863,0.273118575,,,0.153494482,,,0.025500382,,,0.014787101,,,9.457839225,,
Alert,NU,2011-08-22,606600,1783,1.86544248,0.093521766,0.243729578,,,0.153329376,,,0.023446137,,,0.013432296,,,5.279738805,,
Alert,NU,2011-08-29,606540,1782,0.843873981,0.217638821,0.965462465,,,0.161895579,,,0.029377541,,,0.015686869,,,48619.31182,,
Alert,NU,2011-09-05,604140,1700,0.888454221,0.204325285,0.923398814,,,0.164731528,,,0.02983579,,,0.013899591,,,28739.19185,,
Alert,NU,2011-09-12,602100,1785,0.695480221,0.198211915,0.809529504,,,0.148148499,,,0.027709866,,,0.01280156,,,15992.94463,,
Alert,NU,2011-09-19,607500,1603,0.634897703,0.173219502,0.812293062,,,0.168376896,,,0.029169847,,,0.016046749,,,9562.347417,,
Alert,NU,2011-09-26,602520,1740,,,0.84317967,0.114897676,0.024516992,0.142434255,,,0.026278909,,,0.012976046,,,4977.097012,,
Alert,NU,2011-10-03,606900,1846,0.913228219,0.143701991,0.597789119,0.167567481,0.025817588,0.13639239,,,0.025085353,,,0.014192489,,,2686.368678,,
Alert,NU,2011-10-10,601080,1831,1.02364669,0.128766094,0.5594627,0.187152112,0.025787127,0.134605058,,,0.025377616,,,0.012958022,,,1597.610692,,
Alert,NU,2011-10-17,600420,1862,1.119236649,0.120696137,0.496462521,0.140792892,0.02357698,0.132427767,,,0.025329214,,,0.012533834,,,858.7856036,,
Alert,NU,2011-10-24,610980,1880,1.311670947,0.129091675,0.45084084,0.245377542,0.023506426,0.07761574,,,0.017125193,,,0.014435915,,,832.2244115,,
Alert,NU,2011-10-31,599880,1553,2.159172618,0.164895074,0.515953911,0.294177837,0.028026233,0.09094549,,,0.020922871,,,0.016611863,,,559.9007225,,
Alert,NU,2011-11-07,602160,1770,1.857358301,0.133910011,0.420956869,0.362692814,0.029034707,0.081420662,,,0.018787599,,,0.015697801,,,271.1084984,,
Alert,NU,2011-11-14,608460,1847,1.593895476,0.121649429,0.36992548,0.369583861,0.028299342,0.077699628,,,0.016088944,,,0.015151578,,,158.0266824,,
Alert,NU,2011-11-21,609360,1605,1.793714478,0.136389445,0.429721784,0.841121293,0.047846754,0.088251472,,,0.019005545,,,0.018335175,,,156.8705179,,
Alert,NU,2011-11-28,599040,1755,5.003362771,0.221419489,0.351661806,0.644304526,0.039689809,0.083397178,,,0.017930326,,,0.017268946,,,80.49254957,,
Alert,NU,2011-12-05,604020,1815,2.044133261,0.127274317,0.302853652,0.964447768,0.049792181,0.08187816,,,0.016965457,,,0.01383514,,,41.42394212,,
Alert,NU,2011-12-12,606120,1941,4.082853167,0.175795279,0.260840438,0.434730548,0.03063064,0.075642478,,,0.017577052,,,0.014224887,,,22.19037114,,
Alert,NU,2011-12-19,633120,1915,2.325378821,0.120631201,0.244293564,0.49383616,0.032324964,0.074305309,,,0.015740146,,,0.014593039,,,14.38107403,,
Alert,NU,2011-12-26,579300,1723,3.094785382,0.146923523,0.245543214,1.285426011,0.061649368,0.086345263,,,0.017216366,,,0.016025272,,,8.748283111,,
Alert,NU,2012-01-02,614460,1858,2.567835298,0.122311947,0.22106639,1.181499538,0.05683936,0.080455938,,,0.017870772,,,0.013505255,,,4.779175631,,
Alert,NU,2012-01-09,598080,1841,3.162537852,0.133157448,0.198788633,0.713163737,0.0412039,0.081764386,,,0.016200647,,,0.016046109,,,2.721767382,,
Alert,NU,2012-01-16,606060,1890,2.145342208,0.209995128,0.745674212,0.401792387,0.02905154,0.075885678,,,0.018949068,,,0.014121977,,,16417.40216,,
Alert,NU,2012-01-23,600900,1966,3.20329057,0.234557753,0.623015315,0.371479704,0.02790048,0.074945666,,,0.016949706,,,0.014298271,,,9255.964836,,
Alert,NU,2012-01-30,617520,1963,3.178439172,0.208701407,0.571619358,0.461683707,0.030809711,0.074964016,,,0.016560573,,,0.014140947,,,5388.874675,,
Alert,NU,2012-02-06,588960,1803,2.836322466,0.200467557,0.616120022,0.595199648,0.037172218,0.079023673,,,0.018017007,,,0.014086704,,,3349.177251,,
Alert,NU,2012-02-13,602760,1897,2.558335456,0.189328703,0.524578106,0.372664437,0.028383011,0.076587596,,,0.0181772,,,0.015012324,,,1941.247938,,
Alert,NU,2012-02-20,604380,1876,2.493942579,0.175509408,0.489269276,0.655032954,0.038749186,0.078675151,,,0.016258709,,,0.014160393,,,1024.498573,,
Alert,NU,2012-02-27,601440,1910,2.717158911,0.17318918,0.434442674,0.875922209,0.045894855,0.075102882,,,0.018876143,,,0.014399569,,,590.143304,,
Alert,NU,2012-03-05,600180,1928,3.640091098,0.193571995,0.410372549,0.659920677,0.038582962,0.076250226,,,0.01703878,,,0.013877992,,,352.0864895,,
Alert,NU,2012-03-12,601980,1935,3.198848234,0.174131257,0.373711683,0.753715512,0.041616915,0.076141922,,,0.013125425,,,0.01431938,,,218.4860514,,
Alert,NU,2012-03-19,606360,1891,2.190094336,0.133828996,0.354850265,1.199447614,0.056917758,0.078789617,,,0.018408686,,,0.015085009,,,113.7763622,,
Alert,NU,2012-03-26,601020,1850,3.89158638,0.185236836,0.323920961,0.92794979,0.048365243,0.081124915,,,0.018091677,,,0.015389626,,,61.81377123,,
Alert,NU,2012-04-02,605040,1848,2.660445199,0.13821777,0.302513969,0.734663125,0.041451888,0.076636274,,,0.016122288,,,0.015934947,,,39.77968955,,
