Location/Emplacement,Province/ Province,Collection Start/Début du prélèvement (UTC),Collection Time/Durée d'échantillonnage (s),AirVolume/Volume d'air (m3),7Be Activity/7Be Activité (mBq/m3),7Be Uncertainty/7Be Incertitude (mBq/m3),7Be MDC/7Be CMD (mBq/m3),210Pb Activity/210Pb Activité (mBq/m3),210Pb Uncertainty/210Pb Incertitude (mBq/m3),210Pb MDC/210Pb CMD (mBq/m3),134Cs Activity/134Cs Activité (mBq/m3),134Cs Uncertainty/134Cs Incertitude (mBq/m3),134Cs MDC/134Cs CMD (mBq/m3),137Cs Activity/137Cs Activité (mBq/m3),137Cs Uncertainty/137Cs Incertitude (mBq/m3),137Cs MDC/137Cs CMD (mBq/m3),131I Activity/131I Activité (mBq/m3),131I Uncertainty/131I Incertitude (mBq/m3),131I MDC/131I CMD (mBq/m3),Comments,
Resolute,NU,2016-01-29,82680,19765,2.108386515,0.060340169,0.023915011,0.683654164,0.018463203,0.020377384,,,0.002728822,,,0.0023127,,,0.029211108,,
Resolute,NU,2016-01-30,164760,31320,1.743019841,0.047699542,0.01472366,0.502610108,0.012886487,0.013733881,,,0.001554678,,,0.001368297,,,0.018812811,,
Resolute,NU,2016-02-01,94860,20835,2.122050823,0.05978135,0.020864402,0.389047403,0.012960617,0.019214096,,,0.002733618,,,0.002707786,,,0.025359967,,
Resolute,NU,2016-02-02,83040,19210,2.882247397,0.091725421,0.037089533,0.475596234,0.017581708,0.038440317,,,0.003751579,,,0.003593888,,,0.0544613,,
Resolute,NU,2016-02-03,88440,17630,1.3857567,0.0506615,0.041428295,0.399814664,0.01660045,0.038408619,,,0.004668937,,,0.003761617,,,0.053125697,,
Resolute,NU,2016-02-04,86160,13255,1.097900331,0.04566913,0.054453063,0.35213031,0.017881238,0.050112322,,,0.00650817,,,0.004602177,,,0.068441266,,
Resolute,NU,2016-02-05,85320,17090,1.997116669,0.068072259,0.042809543,0.461442285,0.018196138,0.041824394,,,0.004664571,,,0.003885337,,,0.048111488,,
Resolute,NU,2016-02-06,170280,35807,1.970656417,0.06078541,0.019764209,0.501543246,0.01413933,0.023377993,,,0.002260667,,,0.001641794,,,0.020556929,,
Resolute,NU,2016-02-08,87000,19328,1.73231242,0.058953894,0.036457142,0.810582619,0.023666699,0.037574566,,,0.0045118,,,0.004010009,,,0.035947425,,
Resolute,NU,2016-02-09,85860,15728,1.441241519,0.053047567,0.044744247,0.448897067,0.018451145,0.043679691,,,0.004972212,,,0.004651497,,,0.038640755,,
Resolute,NU,2016-02-10,89280,19559,1.776222827,0.059858561,0.035193774,0.775147678,0.02299529,0.038879415,,,0.004212884,,,0.003670797,,,0.030834127,,
Resolute,NU,2016-02-11,84360,17247,1.504074059,0.053581835,0.039795333,0.397688963,0.016635677,0.041000262,,,0.00464953,,,0.004089257,,,0.03154643,,
Resolute,NU,2016-02-12,86400,19098,1.512220399,0.05252998,0.035845521,0.334544037,0.014587991,0.03690554,,,0.00437019,,,0.003957441,,,0.027089776,,
Resolute,NU,2016-02-13,91440,16546,1.77938426,0.061589364,0.040462715,0.297664697,0.018546837,0.050015009,,,0.00538681,,,0.003900829,,,0.031041696,,
Resolute,NU,2016-02-14,82020,17693,1.308736148,0.047551222,0.038609274,0.249179966,0.012975083,0.038838119,,,0.004463898,,,0.003348288,,,0.023959285,,
Resolute,NU,2016-02-15,90480,18777,2.079954155,0.068282511,0.035410506,0.505738371,0.018264514,0.038848279,,,0.004210439,,,0.003780793,,,0.023293496,,
Resolute,NU,2016-02-16,86220,18079,2.025017234,0.067963461,0.039162935,0.509509243,0.018951749,0.042154493,,,0.004095256,,,0.003870061,,,0.039934914,,
Resolute,NU,2016-02-17,79920,17848,2.228486725,0.073660437,0.037437724,0.603106203,0.020830924,0.043001047,,,0.004891743,,,0.004051383,,,0.038676878,,
Resolute,NU,2016-02-18,85920,19958,2.053806906,0.067704548,0.035462466,0.652460242,0.020627059,0.037610523,,,0.004270147,,,0.003301657,,,0.031840064,,
Resolute,NU,2016-02-19,88980,19518,2.419606076,0.077796133,0.034823138,0.681413901,0.021415104,0.038728578,,,0.003749027,,,0.003447195,,,0.032585245,,
Resolute,NU,2016-02-20,160920,30109,2.584239527,0.07861277,0.022226319,0.528369293,0.015634582,0.027578201,,,0.002626271,,,0.002301378,,,0.019201625,,
Resolute,NU,2016-02-22,94680,19389,2.370428273,0.076185326,0.034247133,0.35755695,0.015144104,0.03692572,,,0.004251493,,,0.00354262,,,0.023921295,,
Resolute,NU,2016-02-23,88500,18867,1.745319017,0.059102395,0.035733756,0.443406626,0.017194627,0.038498945,,,0.004047026,,,0.003754675,,,0.023520525,,
Resolute,NU,2016-02-24,87060,19654,1.744624955,0.058361974,0.03197098,0.437861802,0.016664159,0.036969731,,,0.003789054,,,0.003069047,,,0.0237169,,
Resolute,NU,2016-02-25,88020,18573,2.344476596,0.075738806,0.034557667,0.386968151,0.016191259,0.039670338,,,0.004517846,,,0.003493208,,,0.020460667,,
Resolute,NU,2016-02-26,84660,18819,2.636645899,0.08346831,0.033869384,0.381738132,0.015892269,0.039509915,,,0.003824851,,,0.004112884,,,0.020333909,,
Resolute,NU,2016-02-27,174300,37369,1.78342324,0.054611019,0.016434868,0.243788011,0.009078384,0.020088782,,,0.002022844,,,0.002041082,,,0.009588662,,
Resolute,NU,2016-02-29,96840,22164,1.65594703,0.054460407,0.027541881,0.275839243,0.012266027,0.031358158,,,0.004098554,,,0.003026338,,,0.012560845,,
Resolute,NU,2016-03-02,81360,18202,2.02272781,0.067151922,0.034858318,0.345179488,0.015106896,0.038688149,,,0.00470994,,,0.00436258,,,0.024660977,,
Resolute,NU,2016-03-02,73320,17084,1.773926179,0.061015772,0.039492175,0.343833895,0.015630153,0.041357693,,,0.004481763,,,0.003724943,,,0.028602589,,
Resolute,NU,2016-03-03,87000,19968,2.125440097,0.06885491,0.03140745,0.328719191,0.014226684,0.035596918,,,0.004268172,,,0.003499323,,,0.021873415,,
Resolute,NU,2016-03-04,89760,20040,2.411674051,0.076751021,0.031598413,0.291765772,0.013211788,0.035173472,,,0.00402922,,,0.003253823,,,0.021590022,,
Resolute,NU,2016-03-05,88440,18846,3.209815871,0.099488598,0.033361966,0.265965731,0.013060953,0.039729697,,,0.004429436,,,0.003552521,,,0.020548987,,
Resolute,NU,2016-03-06,75600,15120,2.172243962,0.072976722,0.041750565,0.342800854,0.016618057,0.048112598,,,0.005248092,,,0.005100946,,,0.021470573,,
Resolute,NU,2016-03-07,92040,20417,2.028161592,0.065686311,0.031627105,0.527596643,0.018170487,0.037025634,,,0.003994541,,,0.003366257,,,0.01676892,,
Resolute,NU,2016-03-08,84180,16234,2.145541951,0.071074595,0.036332144,0.598147186,0.02162969,0.046851484,,,0.004941326,,,0.004198843,,,0.020627631,,
Resolute,NU,2016-03-09,86220,19908,2.448004387,0.077403468,0.030708106,1.103628441,0.028701491,0.041584575,,,0.004030607,,,0.003450769,,,0.015591786,,
Resolute,NU,2016-03-10,91500,19209,2.996129915,0.092970856,0.032480762,0.527036907,0.018738128,0.039088692,,,0.004573327,,,0.003485701,,,0.014048139,,
Resolute,NU,2016-03-11,85860,19052,2.206460871,0.071077391,0.032738838,0.867380009,0.024957463,0.040813142,,,0.004314917,,,0.003876808,,,0.013828255,,
Resolute,NU,2016-03-12,85620,16561,2.475396914,0.079830219,0.037182842,0.881961835,0.02651872,0.046064821,,,0.004587645,,,0.004214918,,,0.014490677,,
Resolute,NU,2016-03-13,72780,15293,2.507174454,0.083503718,0.045628027,0.557685302,0.021124806,0.045842611,,,0.005201084,,,0.004213835,,,0.046476408,,
Resolute,NU,2016-03-14,92580,19553,2.313092518,0.074974323,0.036131716,0.545625561,0.01890034,0.038364819,,,0.00441587,,,0.003315868,,,0.036848955,,
Resolute,NU,2016-03-15,88200,18258,2.019408941,0.067507299,0.038488599,0.503241965,0.01854696,0.040300953,,,0.004543678,,,0.004034067,,,0.031331206,,
Resolute,NU,2016-03-16,84240,16289,2.158513417,0.072505231,0.042460929,0.361877483,0.016443086,0.042754941,,,0.005731634,,,0.004182155,,,0.036618974,,
Resolute,NU,2016-03-17,86640,18658,2.801485668,0.088780521,0.035112025,0.399458637,0.016405705,0.039594851,,,0.004229658,,,0.003983119,,,0.029209493,,
Resolute,NU,2016-03-18,90480,19658,2.021290304,0.06654945,0.033865085,0.466581327,0.017307541,0.036812842,,,0.004315319,,,0.003726913,,,0.025966041,,
Resolute,NU,2016-03-19,95280,20828,2.57804107,0.081322165,0.031462443,0.455324805,0.016574721,0.035387622,,,0.00378082,,,0.003332466,,,0.020767468,,
Resolute,NU,2016-03-21,67200,14998,3.679091552,0.115474432,0.043926698,0.571256261,0.022029558,0.050801271,,,0.004825745,,,0.004741319,,,0.029085338,,
Resolute,NU,2016-03-21,92040,21815,2.772670678,0.086047291,0.02919369,0.516382998,0.01735969,0.035402018,,,0.003856548,,,0.003085911,,,0.019253468,,
Resolute,NU,2016-03-22,86220,18497,3.731395098,0.114221069,0.035387031,0.781709916,0.023759173,0.042021263,,,0.00453378,,,0.003781412,,,0.020488605,,
Resolute,NU,2016-03-23,84480,19124,3.974082233,0.120481466,0.031460748,0.86914051,0.025124037,0.043182815,,,0.003798353,,,0.003660908,,,0.019343257,,
Resolute,NU,2016-03-24,86400,17752,2.661697285,0.084689867,0.036487259,0.870488975,0.025733526,0.043873215,,,0.004514604,,,0.003991984,,,0.018705901,,
Resolute,NU,2016-03-25,105720,25075,2.147654746,0.068426069,0.028068306,0.798639306,0.021433993,0.032191102,,,0.003155559,,,0.002432053,,,0.031707727,,
Resolute,NU,2016-03-27,151440,29161,3.773121525,0.112170842,0.024612981,0.948948422,0.022968429,0.03101213,,,0.002398074,,,0.002585408,,,0.028385455,,
Resolute,NU,2016-03-28,93300,17163,3.286027316,0.103766219,0.040319371,1.025106505,0.028867718,0.045837535,,,0.004854002,,,0.004198875,,,0.039237068,,
Resolute,NU,2016-03-29,82440,17131,4.110895365,0.12650847,0.039981901,1.191421225,0.031859076,0.048558411,,,0.004065049,,,0.004264051,,,0.041905572,,
Resolute,NU,2016-03-30,84600,18998,2.555085257,0.081970561,0.035464031,0.964658517,0.02673451,0.042380873,,,0.004013751,,,0.003274376,,,0.031435927,,
Resolute,NU,2016-03-31,87180,19331,2.222401123,0.072451861,0.034199543,0.704967116,0.021886648,0.039907928,,,0.004483233,,,0.003500941,,,0.028055716,,
Resolute,NU,2016-04-01,92640,21099,1.527639758,0.051912853,0.031697546,0.5040126,0.017383232,0.033848589,,,0.003956667,,,0.00352247,,,0.024018028,,
Resolute,NU,2016-04-02,86460,19956,1.837686222,0.061041399,0.033441578,0.654846798,0.020798302,0.038182871,,,0.003861769,,,0.003447569,,,0.024445225,,
Resolute,NU,2016-04-03,77700,17529,2.878184624,0.091342608,0.039277775,0.87599213,0.026074954,0.044860598,,,0.004529075,,,0.004027596,,,0.024318008,,
Resolute,NU,2016-04-04,87600,18129,2.485750176,0.079928575,0.036092914,0.509124119,0.018609585,0.039295962,,,0.004689714,,,0.004044028,,,0.026015431,,
Resolute,NU,2016-04-05,90120,20535,2.257006895,0.072326314,0.031637664,0.597822769,0.01943054,0.036754465,,,0.004039858,,,0.00382042,,,0.018190814,,
Resolute,NU,2016-04-06,85440,19279,2.494810407,0.079358641,0.031669594,0.563639054,0.019382866,0.039428949,,,0.004056633,,,0.003437813,,,0.018398918,,
Resolute,NU,2016-04-07,85380,19018,2.321251757,0.065363091,0.023638132,0.696935138,0.019012182,0.021696021,,,0.002477458,,,0.002820052,,,0.022529554,,
Resolute,NU,2016-04-08,89280,19717,3.023465056,0.081269342,0.0206891,0.626493741,0.017623709,0.022429648,,,0.002849116,,,0.00274536,,,0.023280493,,
Resolute,NU,2016-04-09,90120,19873,3.592741922,0.094394937,0.022266706,0.631427085,0.017648239,0.021646936,,,0.002737192,,,0.002784261,,,0.020852875,,
Resolute,NU,2016-04-10,69300,14050,3.790182711,0.103127182,0.029940145,0.549744399,0.018676413,0.028337826,,,0.00318421,,,0.003952235,,,0.028858738,,
Resolute,NU,2016-04-11,95100,19440,3.557360728,0.093632058,0.021569532,0.345046224,0.012648907,0.021550032,,,0.002338839,,,0.002709338,,,0.020687813,,
Resolute,NU,2016-04-12,93000,18589,2.855252476,0.07753833,0.022642968,0.391934391,0.013725908,0.021957581,,,0.002722625,,,0.003033756,,,0.017323517,,
Resolute,NU,2016-04-13,93720,19713,2.96366485,0.079368943,0.023150875,0.495402233,0.015286003,0.020973436,,,0.002552657,,,0.002754091,,,0.016274715,,
Resolute,NU,2016-04-15,74040,15498,2.869027152,0.07966263,0.025273083,0.44563681,0.015899994,0.024615661,,,0.003199922,,,0.003487375,,,0.017326452,,
Resolute,NU,2016-04-15,85320,17994,3.835487456,0.100551814,0.023932731,0.660521398,0.018887666,0.024778048,,,0.002696061,,,0.002812712,,,0.017699258,,
Resolute,NU,2016-04-16,92760,18566,3.127376491,0.083557536,0.021679417,0.544521466,0.016573983,0.023014917,,,0.002787018,,,0.001949607,,,0.012853967,,
Resolute,NU,2016-04-17,76020,14887,3.010473396,0.083195168,0.026658184,0.456937158,0.016527378,0.027209683,,,0.003047117,,,0.003287348,,,0.015962509,,
Resolute,NU,2016-04-18,92220,20272,2.725151096,0.073057155,0.018976885,0.362260105,0.012581934,0.019342525,,,0.002252819,,,0.002618587,,,0.011260499,,
Resolute,NU,2016-04-19,82320,19025,2.519989355,0.070205201,0.024251079,0.402782206,0.013729522,0.020883424,,,0.002826814,,,0.00234692,,,0.028088859,,
Resolute,NU,2016-04-20,89460,18742,2.945177675,0.080285453,0.024975662,0.478219316,0.015219533,0.021327883,,,0.003054797,,,0.002664923,,,0.030955816,,
Resolute,NU,2016-04-21,83640,16341,2.485452217,0.070953196,0.027150408,0.418292151,0.014908169,0.02237606,,,0.003162451,,,0.003307674,,,0.028613683,,
Resolute,NU,2016-04-22,98820,21013,3.358242884,0.088536245,0.021889435,0.558446422,0.015997481,0.019925434,,,0.002507728,,,0.002434953,,,0.020606872,,
Resolute,NU,2016-04-24,77820,16224,3.475060474,0.093967703,0.026816623,0.601422146,0.018549298,0.025042518,,,0.003097915,,,0.002953738,,,0.024410421,,
Resolute,NU,2016-04-24,77580,16318,3.298540828,0.089838402,0.026826746,0.535195481,0.017268237,0.024493368,,,0.002930782,,,0.003356638,,,0.027209573,,
Resolute,NU,2016-04-25,87840,16901,2.962927712,0.081283662,0.024121995,0.550944826,0.017265013,0.023408219,,,0.003085401,,,0.003510394,,,0.019474276,,
Resolute,NU,2016-04-26,89040,17893,2.597444214,0.071929089,0.022786641,0.526523472,0.016407061,0.021751007,,,0.002507731,,,0.002708741,,,0.020432088,,
Resolute,NU,2016-04-27,82920,17408,2.608396534,0.072351001,0.022080927,0.518767406,0.01653469,0.022690697,,,0.003065745,,,0.003026297,,,0.02008513,,
Resolute,NU,2016-04-28,89580,17393,2.120026176,0.060811209,0.023247639,0.466977937,0.015543454,0.022563371,,,0.002786675,,,0.003127603,,,0.016484413,,
Resolute,NU,2016-04-29,89880,18538,2.936461293,0.079239165,0.023745442,0.57961731,0.017156248,0.022079612,,,0.002580707,,,0.002849515,,,0.015282438,,
Resolute,NU,2016-04-30,87120,17294,3.65877601,0.113698629,0.04005283,0.471451698,0.018691903,0.045210877,,,0.004917749,,,0.004152379,,,0.038210285,,
Resolute,NU,2016-05-01,74700,15018,4.601575911,0.141606616,0.046355372,0.483650979,0.020087022,0.050610455,,,0.005376457,,,0.004680614,,,0.039291935,,
Resolute,NU,2016-05-02,97020,19134,4.850702066,0.145423224,0.034856355,0.465343149,0.017668014,0.041821027,,,0.00409901,,,0.003545173,,,0.031682302,,
Resolute,NU,2016-05-03,82080,16045,4.612225162,0.140723541,0.039697728,0.470385438,0.01909767,0.046006252,,,0.005068129,,,0.00472916,,,0.037361881,,
Resolute,NU,2016-05-04,90720,17223,4.788951768,0.144757634,0.0367667,0.378678717,0.016773172,0.044899058,,,0.004605278,,,0.004140991,,,0.027776742,,
Resolute,NU,2016-05-05,78420,14892,2.853621833,0.092640753,0.04421239,0.243395993,0.013318602,0.047409484,,,0.005708085,,,0.004146704,,,0.031983166,,
Resolute,NU,2016-05-06,93240,18059,2.901101736,0.091586574,0.036488574,0.233402246,0.012538448,0.040074325,,,0.004287796,,,0.003618672,,,0.024170312,,
Resolute,NU,2016-05-07,85920,16171,3.94556903,0.121687416,0.039899675,0.307859517,0.015488219,0.04732187,,,0.005283681,,,0.003859541,,,0.025663004,,
Resolute,NU,2016-05-08,76320,14673,4.306069077,0.132903798,0.043689946,0.357150983,0.017351675,0.048871319,,,0.005476212,,,0.005252958,,,0.026004725,,
Resolute,NU,2016-05-09,89280,17523,2.146545807,0.070494041,0.035855901,0.177956732,0.01031735,0.040529475,,,0.004841144,,,0.003940261,,,0.020132284,,
Resolute,NU,2016-05-10,95760,18993,2.275668654,0.073115142,0.032708372,0.209652535,0.011538456,0.038679054,,,0.004210758,,,0.003462147,,,0.018040551,,
Resolute,NU,2016-05-11,78120,15321,1.893594677,0.064622074,0.042279344,0.250267617,0.014230951,0.046714943,,,0.005087567,,,0.004198423,,,0.019482049,,
Resolute,NU,2016-05-12,85800,16919,1.882848591,0.063087509,0.036720858,0.185429401,0.011066867,0.039583009,,,0.004952631,,,0.004126652,,,0.015966057,,
Resolute,NU,2016-05-13,86340,16738,2.467315959,0.069983195,0.025360848,0.275335467,0.011868707,0.022241795,,,0.002642658,,,0.002842576,,,0.023346992,,
Resolute,NU,2016-05-14,90900,17694,3.199130055,0.086333561,0.022616333,0.312136728,0.012429038,0.022454671,,,0.0029965,,,0.003212392,,,0.022127605,,
Resolute,NU,2016-05-15,77640,14840,2.596490959,0.074232163,0.029208283,0.232780772,0.011463449,0.024276089,,,0.003625866,,,0.003590007,,,0.022914744,,
Resolute,NU,2016-05-16,92100,17289,1.322465037,0.042011566,0.024189549,0.131915488,0.008049564,0.019851378,,,0.003137548,,,0.002638235,,,0.018314448,,
Resolute,NU,2016-05-17,80880,15467,2.527606537,0.071835671,0.026247919,0.221127598,0.011093617,0.023554485,,,0.003171537,,,0.003209907,,,0.018639624,,
Resolute,NU,2016-05-18,88380,16390,1.18375178,0.039009706,0.024910094,0.179927913,0.009590253,0.020951656,,,0.002453007,,,0.003072137,,,0.01735208,,
Resolute,NU,2016-05-19,89280,16513,2.130964611,0.061333835,0.023955578,0.192839838,0.010148305,0.022915439,,,0.003467527,,,0.002924364,,,0.017324624,,
Resolute,NU,2016-05-20,88800,16545,1.016195126,0.034656243,0.024401116,0.119457049,0.007852169,0.019925401,,,0.003095564,,,0.003189311,,,0.015060671,,
Resolute,NU,2016-05-21,93480,17073,2.321524212,0.065406382,0.021852601,0.278316612,0.011844378,0.021440236,,,0.002805787,,,0.002935131,,,0.013823471,,
Resolute,NU,2016-05-23,160860,14088,1.967549516,0.059014606,0.027216892,0.245060998,0.012188612,0.026531069,,,0.003688936,,,0.003487061,,,0.014654235,,
Resolute,NU,2016-05-23,88620,16551,2.08062489,0.070501351,0.042406538,0.192460591,0.011073841,0.043383258,,,0.004570255,,,0.004217233,,,0.03577241,,
Resolute,NU,2016-05-24,85200,14805,1.202918961,0.046847988,0.04774764,0.170235954,0.011396179,0.045461793,,,0.005743944,,,0.00437859,,,0.040012322,,
Resolute,NU,2016-05-25,84360,15814,0.959191793,0.038910216,0.045622062,0.116685595,0.009454448,0.042041573,,,0.004981349,,,0.004192037,,,0.039164367,,
Resolute,NU,2016-05-26,84360,15864,1.21666788,0.046278239,0.043381015,0.096676939,0.009220835,0.044286898,,,0.005334641,,,0.004112815,,,0.034450724,,
Resolute,NU,2016-05-27,80520,15198,0.828984141,0.035422235,0.044483088,0.074939924,0.008725648,0.042543856,,,0.005487422,,,0.004977917,,,0.034163431,,
Resolute,NU,2016-05-28,98520,18905,0.397820983,0.014609707,0.022101333,0.051656754,0.005501291,0.027686616,,,0.003945598,,,0.002447556,,,0.010600058,,
Resolute,NU,2016-05-29,71820,13638,0.550715484,0.020338166,0.030146427,0.050901166,0.007247858,0.039688126,,,0.00513145,,,0.00335831,,,0.014700049,,
Resolute,NU,2016-05-30,95040,17635,0.21382337,0.010274164,0.022792468,0.035709518,0.005438982,0.030253192,,,0.003992281,,,0.002842571,,,0.010391014,,
Resolute,NU,2016-05-31,95400,16917,0.134841002,0.007934254,0.024134486,,,0.034554231,,,0.004202826,,,0.002789022,,,0.009117054,,
Resolute,NU,2016-06-02,89700,16579,1.349044621,0.042702436,0.024483028,0.136547037,0.008302524,0.019950165,,,0.00315376,,,0.002763466,,,0.01542369,,
Resolute,NU,2016-06-02,76620,14628,0.153875496,0.009197221,0.027757696,0.030578478,0.006206529,0.034846525,,,0.005069107,,,0.003139333,,,0.010354362,,
Resolute,NU,2016-06-03,88080,16966,2.069276896,0.059603895,0.024227493,0.167358755,0.009146022,0.021811152,,,0.002910434,,,0.00246461,,,0.015075822,,
Resolute,NU,2016-06-04,84900,16268,2.735687376,0.075652164,0.024125013,0.202804556,0.01049921,0.023325088,,,0.002980117,,,0.002362437,,,0.016747031,,
Resolute,NU,2016-06-05,87360,16128,2.525039182,0.07071713,0.023730524,0.207261084,0.010522788,0.022487391,,,0.003411018,,,0.003309474,,,0.014144423,,
Resolute,NU,2016-06-06,85620,15899,2.76595625,0.076340623,0.025330672,0.199149397,0.010446521,0.023039133,,,0.003721111,,,0.002983573,,,0.012477877,,
Resolute,NU,2016-06-07,87240,16216,2.934700582,0.080015429,0.024454772,0.301280734,0.012758721,0.023451931,,,0.003205175,,,0.002631703,,,0.010612924,,
Resolute,NU,2016-06-08,89100,16428,3.917771486,0.102819779,0.024779431,0.333593927,0.013416611,0.024482634,,,0.002934687,,,0.003066669,,,0.012203111,,
Resolute,NU,2016-06-09,83160,15525,4.254025247,0.111187987,0.024574449,0.441075733,0.015864278,0.025919273,,,0.003312867,,,0.002959891,,,0.01141407,,
Resolute,NU,2016-06-10,85800,15692,4.336112286,0.11284864,0.022903622,0.368820685,0.014470524,0.02646773,,,0.00293967,,,0.003010342,,,0.010514658,,
Resolute,NU,2016-06-11,85920,15808,0.213199873,0.011618314,0.023832399,0.051086468,0.004752506,0.018998265,,,0.003043941,,,0.003080027,,,0.009303996,,
Resolute,NU,2016-06-12,86100,15838,0.845122493,0.027458065,0.033550153,0.072730938,0.007016375,0.034765091,,,0.00446654,,,0.00301069,,,0.053550956,,
Resolute,NU,2016-06-13,88920,16834,1.149188177,0.033419532,0.031028623,0.099440907,0.007212696,0.032293375,,,0.004541832,,,0.003204341,,,0.044977311,,
Resolute,NU,2016-06-14,91980,17366,1.368600004,0.037773781,0.029885711,0.150001575,0.009178971,0.031349836,,,0.004113322,,,0.002763023,,,0.040446121,,
Resolute,NU,2016-06-16,86880,15617,1.730198357,0.046195356,0.031696384,0.204344584,0.011324415,0.036112842,,,0.004323845,,,0.003074891,,,0.042406214,,
Resolute,NU,2016-06-16,81000,14904,2.178689969,0.056208729,0.033324103,0.294082302,0.013637638,0.038430221,,,0.004507446,,,0.003375303,,,0.04650703,,
Resolute,NU,2016-06-17,85620,15333,1.132062057,0.03350795,0.032319388,0.117857819,0.008379276,0.035262859,,,0.004688052,,,0.003172197,,,0.038407118,,
Resolute,NU,2016-06-18,86880,16219,0.639115126,0.029424781,0.04406814,0.05398746,0.007514022,0.039297095,,,0.004838394,,,0.004061301,,,0.053136784,,
Resolute,NU,2016-06-20,85860,16094,1.444491907,0.053239599,0.044253915,0.095493661,0.008709241,0.040586067,,,0.005508918,,,0.004512597,,,0.048295779,,
Resolute,NU,2016-06-20,84600,15891,2.014071005,0.069251505,0.044927751,0.114652704,0.009406154,0.042111798,,,0.005177555,,,0.004065649,,,0.0448146,,
Resolute,NU,2016-06-21,85740,16199,1.134725648,0.044006236,0.044414355,0.06482612,0.007923642,0.040635345,,,0.005601953,,,0.004184407,,,0.04173559,,
Resolute,NU,2016-06-22,88200,16345,0.393059555,0.02077393,0.045136986,,,0.04528252,,,0.005418395,,,0.003784854,,,0.040064951,,
Resolute,NU,2016-06-23,83520,15948,0.164142706,0.014092209,0.044305714,0.03212392,0.006921088,0.039308439,,,0.004646578,,,0.004345253,,,0.03808417,,
Resolute,NU,2016-06-24,92460,17264,0.774100558,0.032568007,0.041072357,0.056499175,0.007351279,0.037649156,,,0.005076762,,,0.00420679,,,0.03114734,,
Resolute,NU,2016-06-26,82740,15293,3.385098222,0.107566951,0.044896611,0.218243206,0.01343405,0.04967237,,,0.006005508,,,0.004304456,,,0.036631784,,
Resolute,NU,2016-06-26,85680,16349,1.522406693,0.054316981,0.042162704,0.148061663,0.009970288,0.040705553,,,0.005432124,,,0.004221021,,,0.027802592,,
Resolute,NU,2016-06-27,85020,15704,0.414555604,0.02148737,0.042455059,0.078005754,0.008613145,0.042054937,,,0.005166794,,,0.004644368,,,0.031763287,,
Resolute,NU,2016-06-28,91860,17005,0.611064168,0.027346582,0.03728615,0.07854475,0.007960787,0.037767661,,,0.004571547,,,0.003573593,,,0.026434526,,
Resolute,NU,2016-06-30,82140,14141,0.723523872,0.032584808,0.047834366,0.08087337,0.009233327,0.04557943,,,0.005939536,,,0.005461518,,,0.030394634,,
Resolute,NU,2016-06-30,85020,16157,0.38491407,0.019858482,0.039558976,0.036254271,0.00685349,0.037703075,,,0.004977127,,,0.004875719,,,0.026928595,,
Resolute,NU,2016-07-01,91500,17723,0.181773308,0.012904712,0.035758837,,,0.040548906,,,0.004762803,,,0.003483819,,,0.021675012,,
Resolute,NU,2016-07-03,93540,16850,3.848759714,0.118371152,0.037739972,0.203870776,0.012231157,0.043965672,,,0.004674576,,,0.003910038,,,0.021928365,,
Resolute,NU,2016-07-03,81060,14923,0.820367855,0.034629402,0.0421168,0.068570704,0.008502704,0.043866558,,,0.005208165,,,0.004385944,,,0.02536213,,
Resolute,NU,2016-07-05,87060,15620,4.699907043,0.106012265,0.026220705,0.462082369,0.017332905,0.042176466,,,0.00467171,,,0.002975138,,,0.010691208,,
Resolute,NU,2016-07-05,78600,14301,3.819102944,0.119440741,0.043551574,0.317827618,0.016592944,0.051250907,,,0.005893988,,,0.003993055,,,0.023483637,,
Resolute,NU,2016-07-06,83880,15084,4.482031276,0.10171201,0.027598898,0.464570309,0.017697967,0.044138907,,,0.004481872,,,0.00320508,,,0.010967362,,
Resolute,NU,2016-07-07,84480,15068,3.55866374,0.082508014,0.027332956,0.437479698,0.017090886,0.044068101,,,0.004812475,,,0.002821777,,,0.010157559,,
Resolute,NU,2016-07-08,86700,15252,1.712422082,0.043867755,0.026285513,0.30377805,0.01374185,0.037951689,,,0.004663502,,,0.003110208,,,0.009040392,,
Resolute,NU,2016-07-09,94500,16845,2.643486495,0.062425817,0.023054552,0.318801408,0.013745109,0.036727211,,,0.003938016,,,0.002897766,,,0.007922659,,
Resolute,NU,2016-07-11,94080,17204,0.937436784,0.026474685,0.022675252,0.092150133,0.007009531,0.031800996,,,0.00419796,,,0.002920877,,,0.006020978,,
Resolute,NU,2016-07-11,75660,13874,1.027779375,0.029939696,0.028146872,0.087261099,0.008510519,0.040358394,,,0.004970642,,,0.003478524,,,0.007898157,,
Resolute,NU,2016-07-13,83760,15518,1.410133664,0.037035056,0.024577592,0.122150765,0.008993857,0.037628166,,,0.004661049,,,0.002663891,,,0.006475108,,
Resolute,NU,2016-07-14,89340,15616,0.353135043,0.014288188,0.025128967,0.045179707,0.006293998,0.033790164,,,0.004708631,,,0.003053522,,,0.007401142,,
Resolute,NU,2016-07-15,85080,14715,2.010573005,0.071153614,0.051391071,0.140569221,0.010589625,0.04511456,,,0.0056263,,,0.004324096,,,0.080371376,,
